# 889-GEN — Multilin 889 generator protection
# generated 2026-09-15 00:14 from 889.html
# configuration: mva=100; kv=13.8; pf=0.85; freq=60; rot=ABC; poles=2; xd=1.8; xdp=0.25; xdpp=0.18; x2=0.2; cttp=5000; ctts=5; ctnp=5000; ctns=5; ctgp=200; ctgs=5; vtp=13800; vts=120; vtc=wye; zsrc=I; zhold=5; ngtp=7970; ngts=240; gnd=hr; cmc=6x; imax=12.5; vmax=300
# All quantities are SECONDARY at the relay terminals. Angles in degrees, CCW positive, V L1 = 0.
# Values shown are for the tool's sample configuration — re-generate after entering real station data.
Element,ElementName,TU_Module,DriveAs,Step,StepName,WhatIsApplied,SeqRun,SeqState,StateDuration_s,V_L1,V_L2,V_L3,V_4,I_L1,I_L2,I_L3,I_B_L1,I_B_L2,I_B_L3,Freq_Hz,CurrentNeededAt,Reachable,Expected,ExpectedDetail,Measured,PassFail
55,Power factor,Quick CMC,points,3,"Full VAR, no watts",Current in quadrature — power factor zero,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,2.0918@90.0,2.0918@-30.0,2.0918@-150.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,pf = 0.000 leading,,
55,Power factor,Quick CMC,points,4,Below minimum current,"Same angle, current dropped under the 0.20 × supervision",,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.6694@23.2,0.6694@-96.8,0.6694@143.2,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,BLOCKED,pf = 0.919 leading,,
49,Stator thermal overload,Overcurrent,characteristic,1,Operate at 1.2× thermal setting,Applied 5.271 A sec · prior load 0.80× Ib,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,5.2715@-25.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,602.6 s,10.04 minutes,,
49,Stator thermal overload,Overcurrent,characteristic,2,Operate at 1.5× thermal setting,Applied 6.589 A sec · prior load 0.80× Ib,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,6.5893@-25.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,260.4 s,4.34 minutes,,
49,Stator thermal overload,Overcurrent,characteristic,3,Operate at 2× thermal setting,Applied 8.786 A sec · prior load 0.80× Ib,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,8.7858@-25.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,117.8 s,1.96 minutes,,
49,Stator thermal overload,Overcurrent,characteristic,4,Operate at 3× thermal setting,Applied 13.179 A sec · prior load 0.80× Ib,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,13.1786@-25.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,46.0 s,0.77 minutes,,
50P,Phase instantaneous OC,Overcurrent,pickup+time,1,Pickup — above threshold,105% of setting · operating quantity 21.000 A sec,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,21.0000@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Operate within 0.05 s,,
50P,Phase instantaneous OC,Overcurrent,pickup+time,2,Pickup — below threshold,95% of setting · operating quantity 19.000 A sec,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,19.0000@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,No operation,,
50P,Phase instantaneous OC,Overcurrent,pickup+time,3,Timing at 2× pickup,Step from prefault zero straight to the test value,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,40.0000@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,0.050 s,Measured from application of current to trip,,
51P,Phase time OC,Overcurrent,characteristic,1,Pickup — above threshold,105% of setting · operating quantity 5.775 A sec,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,5.7750@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Long operate time — let the curve run out,,
51P,Phase time OC,Overcurrent,characteristic,2,Pickup — below threshold,95% of setting · operating quantity 5.225 A sec,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,5.2250@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,No operation,,
51P,Phase time OC,Overcurrent,characteristic,3,Timing at 2× pickup,IEEE Very Inv · TDM 0.20,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,11.0000@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,1.406 s,Predicted from the curve equation,,
51P,Phase time OC,Overcurrent,characteristic,4,Timing at 3× pickup,IEEE Very Inv · TDM 0.20,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,16.5000@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,0.588 s,Predicted from the curve equation,,
51P,Phase time OC,Overcurrent,characteristic,5,Timing at 5× pickup,IEEE Very Inv · TDM 0.20,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,27.5000@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,0.262 s,Predicted from the curve equation,,
50G,Ground instantaneous OC,Overcurrent,pickup+time,1,Pickup — above threshold,105% of setting · operating quantity 2.625 A sec,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,2.6250@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Operate within 0.05 s,,
50G,Ground instantaneous OC,Overcurrent,pickup+time,2,Pickup — below threshold,95% of setting · operating quantity 2.375 A sec,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,2.3750@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,No operation,,
50G,Ground instantaneous OC,Overcurrent,pickup+time,3,Timing at 2× pickup,Step from prefault zero straight to the test value,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,5.0000@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,0.050 s,Measured from application of current to trip,,
51G,Ground time OC,Overcurrent,characteristic,1,Pickup — above threshold,105% of setting · operating quantity 1.050 A sec,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,1.0500@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Long operate time — let the curve run out,,
51G,Ground time OC,Overcurrent,characteristic,2,Pickup — below threshold,95% of setting · operating quantity 0.950 A sec,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.9500@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,No operation,,
51G,Ground time OC,Overcurrent,characteristic,3,Timing at 2× pickup,IEEE Very Inv · TDM 0.20,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,2.0000@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,1.406 s,Predicted from the curve equation,,
51G,Ground time OC,Overcurrent,characteristic,4,Timing at 3× pickup,IEEE Very Inv · TDM 0.20,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,3.0000@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,0.588 s,Predicted from the curve equation,,
51G,Ground time OC,Overcurrent,characteristic,5,Timing at 5× pickup,IEEE Very Inv · TDM 0.20,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,5.0000@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,0.262 s,Predicted from the curve equation,,
50N,Neutral instantaneous OC,Overcurrent,pickup+time,1,Pickup — above threshold,105% of setting · operating quantity 2.625 A sec,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,2.6250@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Operate within 0.05 s,,
50N,Neutral instantaneous OC,Overcurrent,pickup+time,2,Pickup — below threshold,95% of setting · operating quantity 2.375 A sec,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,2.3750@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,No operation,,
50N,Neutral instantaneous OC,Overcurrent,pickup+time,3,Timing at 2× pickup,Step from prefault zero straight to the test value,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,5.0000@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,0.050 s,Measured from application of current to trip,,
51N,Neutral time OC,Overcurrent,characteristic,1,Pickup — above threshold,105% of setting · operating quantity 1.050 A sec,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,1.0500@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Long operate time — let the curve run out,,
51N,Neutral time OC,Overcurrent,characteristic,2,Pickup — below threshold,95% of setting · operating quantity 0.950 A sec,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.9500@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,No operation,,
51N,Neutral time OC,Overcurrent,characteristic,3,Timing at 2× pickup,IEEE Very Inv · TDM 0.20,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,2.0000@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,1.406 s,Predicted from the curve equation,,
51N,Neutral time OC,Overcurrent,characteristic,4,Timing at 3× pickup,IEEE Very Inv · TDM 0.20,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,3.0000@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,0.588 s,Predicted from the curve equation,,
51N,Neutral time OC,Overcurrent,characteristic,5,Timing at 5× pickup,IEEE Very Inv · TDM 0.20,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,5.0000@-75.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,0.262 s,Predicted from the curve equation,,
67,Directional supervision,Ramping,points,1,Forward maximum torque,Current at the characteristic angle — deepest into the operate zone.,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,11.0000@-45.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,FORWARD,Current held at 2.0× pickup,,
67,Directional supervision,Ramping,points,2,Reverse maximum torque,Rotated 180° from MTA.,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,11.0000@135.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,REVERSE,Current held at 2.0× pickup,,
67,Directional supervision,Ramping,points,3,"Boundary, leading side (inside)",5° inside the boundary.,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,11.0000@40.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,FORWARD,Current held at 2.0× pickup,,
67,Directional supervision,Ramping,points,4,"Boundary, leading side (outside)",5° outside.,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,11.0000@50.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,REVERSE,Current held at 2.0× pickup,,
67,Directional supervision,Ramping,points,5,"Boundary, lagging side (inside)",5° inside the boundary.,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,11.0000@-130.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,FORWARD,Current held at 2.0× pickup,,
67,Directional supervision,Ramping,points,6,"Boundary, lagging side (outside)",5° outside.,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,11.0000@-140.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,REVERSE,Current held at 2.0× pickup,,
27,Undervoltage,Voltage,pickup+time,1,Pickup — below threshold,95% of setting,,,,55.945@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Operate after 2.00 s,,
27,Undervoltage,Voltage,pickup+time,2,Pickup — above threshold,105% of setting,,,,61.834@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,No operation,,
27,Undervoltage,Voltage,pickup+time,3,Timing at 0.6× pickup,Step from nominal to the test level,,,,35.334@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,2.00 s,Definite time,,
27,Undervoltage,Voltage,pickup+time,4,Below minimum operating voltage,Proves the element blocks rather than operating on a dead machine,,,,4.000@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,BLOCKED,Element inhibited,,
59,Overvoltage,Voltage,pickup+time,1,Pickup — above threshold,105% of setting,,,,80.021@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,OPERATE,Operate after 1.00 s,,
59,Overvoltage,Voltage,pickup+time,2,Pickup — below threshold,95% of setting,,,,72.400@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,RESTRAIN,No operation,,
59,Overvoltage,Voltage,pickup+time,3,Timing at 1.25× pickup,Step from nominal to the test level,,,,95.263@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,60.000,,yes,1.00 s,Definite time,,
47,Voltage unbalance / phase reversal,Quick CMC,points,1,Pickup — above threshold,"V L1 dropped 22.86 V, giving V2 = 7.62 V",,,,46.419@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,OPERATE,Operate after 2.0 s,,
47,Voltage unbalance / phase reversal,Quick CMC,points,2,Pickup — below threshold,"V L1 dropped 18.71 V, giving V2 = 6.24 V",,,,50.576@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,RESTRAIN,No operation,,
47,Voltage unbalance / phase reversal,Quick CMC,points,3,Full phase reversal,Nominal balanced set with L2 and L3 exchanged — V2 equals the full phase voltage,,,,69.282@0.0,69.282@120.0,69.282@-120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,OPERATE,"V2 = 69.28 V, far above any sensible setting",,
81,Under / over frequency,Quick CMC,points,1,Pickup — past threshold,0.100 Hz beyond the setting,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,59.300,,yes,OPERATE,Operate after 0.30 s,,
81,Under / over frequency,Quick CMC,points,2,Pickup — short of threshold,0.100 Hz on the healthy side,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,59.500,,yes,RESTRAIN,No operation,,
81,Under / over frequency,Quick CMC,points,3,Timing,Step from 60.0 Hz straight to 59.300 Hz,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,59.300,,yes,0.300 s,Definite time,,
81,Under / over frequency,Quick CMC,points,4,Below minimum voltage,Frequency past the setting but voltage under the 30 V supervision level,,,,24.000@0.0,24.000@-120.0,24.000@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,59.300,,yes,BLOCKED,Element inhibited,,
81R,Rate of change of frequency,Ramping,ramp,1,Rate above pickup,Ramp 60.00 → 57.00 Hz at 1.800 Hz/s · 1.67 s of travel,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,OPERATE,Operate after 0.20 s of sustained rate,,
81R,Rate of change of frequency,Ramping,ramp,2,Rate below pickup,Ramp 60.00 → 57.00 Hz at 1.200 Hz/s · 2.50 s of travel,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,RESTRAIN,No operation,,
81R,Rate of change of frequency,Ramping,ramp,3,Well above pickup,Ramp 60.00 → 57.00 Hz at 4.500 Hz/s · 0.67 s of travel,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,OPERATE,Operate after 0.20 s of sustained rate,,
25,Synchrocheck,Synchronizer,points,1,In synchronism,All three differences well inside their limits,,,,69.282@0.0,69.282@-120.0,69.282@120.0,69.282@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,CLOSE PERMITTED,"Δθ 0°, ΔV 0 V, Δf 0 Hz",,
25,Synchrocheck,Synchronizer,points,2,Angle just inside limit,Angle at 80% of the setting,,,,69.282@0.0,69.282@-120.0,69.282@120.0,69.282@8.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,CLOSE PERMITTED,Δθ 8.0°,,
25,Synchrocheck,Synchronizer,points,3,Angle just outside limit,Angle at 120% of the setting,,,,69.282@0.0,69.282@-120.0,69.282@120.0,69.282@12.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,BLOCKED,Δθ 12.0°,,
25,Synchrocheck,Synchronizer,points,4,Voltage difference outside limit,"Angle matched, magnitude offset past ΔV",,,,69.282@0.0,69.282@-120.0,69.282@120.0,63.282@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,BLOCKED,ΔV 6.00 V,,
25,Synchrocheck,Synchronizer,points,5,Slip outside limit,Bus output run off frequency so the angle rotates,,,,69.282@0.0,69.282@-120.0,69.282@120.0,69.282@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,BLOCKED,Δf 0.060 Hz,,
25,Synchrocheck,Synchronizer,points,6,"Dead bus, live machine",Bus collapsed below the dead threshold,,,,69.282@0.0,69.282@-120.0,69.282@120.0,10.000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,,yes,PER DEAD-BUS LOGIC,Depends on the dead/live scheme enabled,,
