# 850-FDR — Multilin 850 feeder protection
# generated 2026-09-04 13:26 from 850.html
# configuration: kv=13.8; freq=60; rot=ABC; gnd=solid; load=320; lpf=0.92; len=8; unit=mi; z1m=0.65; z1a=68; z0m=2.1; z0a=72; ctp=600; cts=5; ctc=wye; ctgp=600; ctgs=5; ctsg=50; vtp=13800; vts=120; vtc=wye; vtw=line; zsrc=I; zhold=5; k0m=0; cmc=3x; imax=32; vmax=300
# All quantities are SECONDARY at the relay terminals. Angles in degrees, CCW positive, V L1 = 0.
# Values shown are for the tool's sample configuration — re-generate after entering real station data.
Element,ElementName,TU_Module,DriveAs,Step,StepName,WhatIsApplied,SeqRun,SeqState,StateDuration_s,V_L1,V_L2,V_L3,V_4,I_L1,I_L2,I_L3,I_B_L1,I_B_L2,I_B_L3,Freq_Hz,Expected,ExpectedDetail,Measured,PassFail
67,Directional supervision,Ramping,points,4,"Boundary, leading side (outside)",5° outside.,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,12.0000@35.0,0.0000@0.0,0.0000@0.0,,,,60.000,REVERSE,Current held at 2.0× pickup,,
67,Directional supervision,Ramping,points,5,"Boundary, lagging side (inside)",5° inside the boundary.,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,12.0000@-145.0,0.0000@0.0,0.0000@0.0,,,,60.000,FORWARD,Current held at 2.0× pickup,,
67,Directional supervision,Ramping,points,6,"Boundary, lagging side (outside)",5° outside.,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,12.0000@-155.0,0.0000@0.0,0.0000@0.0,,,,60.000,REVERSE,Current held at 2.0× pickup,,
32,Directional power,Quick CMC,points,1,Above threshold,110% of setting,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.1918@0.0,0.1918@-120.0,0.1918@120.0,,,,60.000,OPERATE,Balanced 3φ · 550.0 kW primary,,
32,Directional power,Quick CMC,points,2,Below threshold,90% of setting,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.1569@0.0,0.1569@-120.0,0.1569@120.0,,,,60.000,RESTRAIN,Balanced 3φ · 450.0 kW primary,,
32,Directional power,Quick CMC,points,3,Timing at 2× pickup,Definite time,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.3486@0.0,0.3486@-120.0,0.3486@120.0,,,,60.000,2.0 s,Balanced 3φ · 1000.0 kW primary,,
27,Undervoltage,Voltage,pickup+time,1,Pickup — below threshold,95% of setting,,,,55.945@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,OPERATE,Operate after 3.00 s,,
27,Undervoltage,Voltage,pickup+time,2,Pickup — above threshold,105% of setting,,,,61.834@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,RESTRAIN,No operation,,
27,Undervoltage,Voltage,pickup+time,3,Timing at 0.60× pickup,Step from nominal to the test level,,,,35.334@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,3.00 s,Definite time,,
27,Undervoltage,Voltage,pickup+time,4,Below minimum operating voltage,Proves the element blocks rather than operating on a dead feeder,,,,4.000@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,BLOCKED,Element inhibited,,
59,Overvoltage,Voltage,pickup+time,1,Pickup — above threshold,105% of setting,,,,80.021@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,OPERATE,Operate after 2.00 s,,
59,Overvoltage,Voltage,pickup+time,2,Pickup — below threshold,95% of setting,,,,72.400@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,RESTRAIN,No operation,,
59,Overvoltage,Voltage,pickup+time,3,Timing at 1.25× pickup,Step from nominal to the test level,,,,95.263@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,2.00 s,Definite time,,
59N,Neutral overvoltage,Quick CMC,points,1,Pickup — above threshold,3V0 = 10.50 V secondary,,,,69.282@0.0,69.282@-120.0,69.282@120.0,10.500@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,OPERATE,Operate after 3.0 s,,
59N,Neutral overvoltage,Quick CMC,points,2,Pickup — below threshold,3V0 = 9.50 V secondary,,,,69.282@0.0,69.282@-120.0,69.282@120.0,9.500@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,RESTRAIN,No operation,,
59N,Neutral overvoltage,Quick CMC,points,3,Solid ground fault,One phase collapsed completely — 3V0 reaches the full phase voltage,,,,0.000@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,OPERATE,"3V0 = 69.28 V, far above any sensible setting",,
47,Voltage unbalance / phase reversal,Quick CMC,points,1,Pickup — above threshold,Balanced set in reverse rotation — every volt applied is negative sequence,,,,7.621@0.0,7.621@120.0,7.621@-120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,OPERATE,Operate after 5.0 s,,
47,Voltage unbalance / phase reversal,Quick CMC,points,2,Pickup — below threshold,Balanced set in reverse rotation — every volt applied is negative sequence,,,,6.235@0.0,6.235@120.0,6.235@-120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,RESTRAIN,No operation,,
47,Voltage unbalance / phase reversal,Quick CMC,points,3,Full phase reversal,Nominal balanced set with L2 and L3 exchanged,,,,69.282@0.0,69.282@120.0,69.282@-120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,OPERATE,V2 = 69.28 V,,
81,Under / over frequency,Quick CMC,points,1,Pickup — past threshold,0.100 Hz beyond the setting,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,59.200,OPERATE,Operate after 0.20 s,,
81,Under / over frequency,Quick CMC,points,2,Pickup — short of threshold,0.100 Hz on the healthy side,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,59.400,RESTRAIN,No operation,,
81,Under / over frequency,Quick CMC,points,3,Timing,Step from 60.0 Hz straight to 59.200 Hz,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,59.200,0.200 s,Definite time,,
81,Under / over frequency,Quick CMC,points,4,Below minimum voltage,Frequency past the setting but voltage under the 30 V supervision level,,,,24.000@0.0,24.000@-120.0,24.000@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,59.200,BLOCKED,Element inhibited,,
81R,Rate of change of frequency,Ramping,ramp,1,Rate above pickup,Ramp 60.00 → 57.00 Hz at 1.200 Hz/s · 2.50 s of travel,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,OPERATE,Operate after 0.15 s of sustained rate,,
81R,Rate of change of frequency,Ramping,ramp,2,Rate below pickup,Ramp 60.00 → 57.00 Hz at 0.800 Hz/s · 3.75 s of travel,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,RESTRAIN,No operation,,
81R,Rate of change of frequency,Ramping,ramp,3,Well above pickup,Ramp 60.00 → 57.00 Hz at 3.000 Hz/s · 1.00 s of travel,,,,69.282@0.0,69.282@-120.0,69.282@120.0,,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,OPERATE,Operate after 0.15 s of sustained rate,,
25,Synchrocheck,Synchronizer,points,1,In synchronism,All three differences well inside their limits,,,,69.282@0.0,69.282@-120.0,69.282@120.0,69.282@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,CLOSE PERMITTED,"Δθ 0°, ΔV 0 V, Δf 0 Hz",,
25,Synchrocheck,Synchronizer,points,2,Angle just inside limit,Angle at 80% of the setting,,,,69.282@0.0,69.282@-120.0,69.282@120.0,69.282@16.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,CLOSE PERMITTED,Δθ 16.0°,,
25,Synchrocheck,Synchronizer,points,3,Angle just outside limit,Angle at 120% of the setting,,,,69.282@0.0,69.282@-120.0,69.282@120.0,69.282@24.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,BLOCKED,Δθ 24.0°,,
25,Synchrocheck,Synchronizer,points,4,Voltage difference outside limit,"Angle matched, magnitude offset past ΔV",,,,69.282@0.0,69.282@-120.0,69.282@120.0,57.282@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,BLOCKED,ΔV 12.00 V,,
25,Synchrocheck,Synchronizer,points,5,Slip outside limit,Line output run off frequency so the angle rotates,,,,69.282@0.0,69.282@-120.0,69.282@120.0,69.282@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,BLOCKED,Δf 0.120 Hz,,
25,Synchrocheck,Synchronizer,points,6,"Dead line, live bus","Line collapsed below the dead threshold, bus healthy — the normal reclose case",,,,69.282@0.0,69.282@-120.0,69.282@120.0,10.000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,CLOSE PERMITTED,"Permissive comes from the dead-line logic, not from sync check",,
25,Synchrocheck,Synchronizer,points,7,Both dead,Bus and line both below the dead threshold,,,,10.000@0.0,10.000@-120.0,10.000@120.0,10.000@0.0,0.0000@0.0,0.0000@0.0,0.0000@0.0,,,,60.000,PER SCHEME,Confirm against the scheme actually enabled,,
